"","ID","adj.P.Val","P.Value","t","B","logFC","Gene.ID","Gene.symbol","Gene.title"
"210145_at","210145_at",0.00125275608311898,0.000126461181892137,-4.60876432607373,1.03404935941282,-2.27074968054167,"5321","PLA2G4A","phospholipase A2 group IVA"
"204682_at","204682_at",0.00127624033461827,0.000129755830680018,4.59839358345948,1.00914269903448,2.21305348933333,"4053","LTBP2","latent transforming growth factor beta binding protein 2"
"201662_s_at","201662_s_at",0.00129815303099321,0.000132856433176581,-4.58887216860287,0.986275958149284,-2.0372256905625,"2181","ACSL3","acyl-CoA synthetase long-chain family member 3"
"219703_at","219703_at",0.001306712511551,0.000134137887750361,-4.58500197752636,0.976981328306405,-2.43018205033334,"55329","MNS1","meiosis specific nuclear structural 1"
"203987_at","203987_at",0.00133430954703164,0.000138419866129465,-4.57233353571737,0.946557245935913,-2.0306577655625,"8323","FZD6","frizzled class receptor 6"
"217851_s_at","217851_s_at",0.00139310735048069,0.00014639262223596,-4.54975933713353,0.8923459237688,-2.15208711041667,"51012","PRELID3B","PRELI domain containing 3B"
"203917_at","203917_at",0.00140514474731906,0.000148311549324,-4.54451017620537,0.879740710153587,-2.08267057039584,"1525","CXADR","coxsackie virus and adenovirus receptor"
"212633_at","212633_at",0.00144663635676437,0.000154636052615811,-4.52767931111417,0.839325086081683,-2.10798481633334,"23376","UFL1","UFM1 specific ligase 1"
"202291_s_at","202291_s_at",0.00153370004886729,0.000167690379389313,4.49501843025645,0.76090609462923,2.4533818441875,"4256","MGP","matrix Gla protein"
"201660_at","201660_at",0.00155663147349885,0.00017218982891938,-4.48434872805415,0.735291216847656,-2.0090944788125,"2181","ACSL3","acyl-CoA synthetase long-chain family member 3"
"205442_at","205442_at",0.00161154010874853,0.000180347147713287,-4.46569810544391,0.690520904060088,-2.01231985708334,"9848","MFAP3L","microfibrillar associated protein 3 like"
"201431_s_at","201431_s_at",0.00180358300592784,0.000213011702784086,4.3986281123011,0.529580188439291,2.46230070172917,"1809","DPYSL3","dihydropyrimidinase like 3"
"205084_at","205084_at",0.00190383238082497,0.000229911151811739,-4.36786771023615,0.455806438967521,-2.023107239625,"55973","BCAP29","B-cell receptor-associated protein 29"
"201108_s_at","201108_s_at",0.00200018944925697,0.000248872928319402,4.3359355756025,0.379254169035168,2.39015268602083,"7057","THBS1","thrombospondin 1"
"213506_at","213506_at",0.00201203055361386,0.000251178660413914,-4.33221953532185,0.370347848685026,-2.5130980375,"2150","F2RL1","F2R like trypsin receptor 1"
"201689_s_at","201689_s_at",0.00215601793932675,0.000276512617755098,-4.29349581593643,0.277569253206885,-2.57536308072917,"7163","TPD52","tumor protein D52"
"201690_s_at","201690_s_at",0.00215813294653269,0.00027689547708267,-4.29293817661353,0.276233640511326,-2.32053734860417,"7163","TPD52","tumor protein D52"
"221245_s_at","221245_s_at",0.00236993730856204,0.000316449197430169,-4.23911655851852,0.147390057640005,-2.20325493714583,"7855","FZD5","frizzled class receptor 5"
"220168_at","220168_at",0.00238890576739793,0.000319599690761672,-4.23512252062505,0.137834237365832,-2.00842431720833,"55259","CASC1","cancer susceptibility candidate 1"
"213869_x_at","213869_x_at",0.00240851392437976,0.00032359306901477,4.23011593972748,0.125857031506786,2.045231235,"7070","THY1","Thy-1 cell surface antigen"
"205816_at","205816_at",0.00247038237061502,0.000334332660903942,-4.21695099130943,0.0943688357799974,-2.03754153741667,"3696","ITGB8","integrin subunit beta 8"
"220187_at","220187_at",0.00263175886129706,0.000367741244413542,-4.17853800265115,0.00254613068866316,-2.00331751083334,"79689","STEAP4","STEAP4 metalloreductase"
"214953_s_at","214953_s_at",0.00265900504583565,0.000373198515509022,-4.17259542543492,-0.011651444707006,-2.09141665977084,"351","APP","amyloid beta precursor protein"
"219787_s_at","219787_s_at",0.00270620852087831,0.000381642997178216,-4.16356836739427,-0.0332141530001682,-2.54569977045834,"1894","ECT2","epithelial cell transforming 2"
"211958_at","211958_at",0.00271606753957096,0.000383595203525277,4.16150978300512,-0.0381307421511261,2.2997800146875,"3488","IGFBP5","insulin like growth factor binding protein 5"
"220724_at","220724_at",0.00288912706623183,0.00041894359485515,-4.12593648624803,-0.123048997887826,-2.4026260095,"80157","CWH43","cell wall biogenesis 43 C-terminal homolog"
"213661_at","213661_at",0.00332393057354754,0.000510011998330431,4.04649117782083,-0.312375826568566,2.14501992058333,"25891","PAMR1","peptidase domain containing associated with muscle regeneration 1"
"205666_at","205666_at",0.00364480592424946,0.000572063193882045,4.00006749543269,-0.422778383854033,2.84853593466667,"2326","FMO1","flavin containing monooxygenase 1"
"214053_at","214053_at",0.00369401071513058,0.000582470044236355,-3.99277418727312,-0.440106098152747,-2.1861737774375,"2066","ERBB4","erb-b2 receptor tyrosine kinase 4"
"202037_s_at","202037_s_at",0.00380450219258257,0.000609120241293421,3.97467071525914,-0.483096260685079,2.20339844979167,"6422","SFRP1","secreted frizzled related protein 1"
"202555_s_at","202555_s_at",0.00384223561271953,0.000617952772175505,3.9688436395866,-0.496927352301268,2.01222769675,"4638","MYLK","myosin light chain kinase"
"201694_s_at","201694_s_at",0.00390024615085322,0.000630711574376482,3.96057039579495,-0.516559169990746,2.353816221875,"1958","EGR1","early growth response 1"
"203780_at","203780_at",0.00393423326870735,0.000638649130189397,-3.95550667900274,-0.528571801681866,-2.30372824758334,"10205","MPZL2","myelin protein zero like 2"
"205952_at","205952_at",0.00398468461316753,0.000648899614566094,3.94905891154558,-0.543864242816462,3.165473867625,"3777","KCNK3","potassium two pore domain channel subfamily K member 3"
"205185_at","205185_at",0.004190670654934,0.000695880616072456,-3.92074195286926,-0.61097630421141,-2.27088581816667,"11005","SPINK5","serine peptidase inhibitor, Kazal type 5"
"210096_at","210096_at",0.00436079741959542,0.000734730205980343,-3.89872067708111,-0.663110984509332,-2.31133382508333,"1580","CYP4B1","cytochrome P450 family 4 subfamily B member 1"
"204606_at","204606_at",0.00474486553861928,0.0008225055223381,3.85293352621136,-0.771343714343704,2.17989329058333,"6366","CCL21","C-C motif chemokine ligand 21"
"219313_at","219313_at",0.00477956842315826,0.00083207992939948,-3.84823456244432,-0.782437960884518,-2.28542596741667,"54762","GRAMD1C","GRAM domain containing 1C"
"205330_at","205330_at",0.00497387273133459,0.00087635022990417,3.82717966758263,-0.832117013505996,2.17407219166667,"4330","MN1","MN1 proto-oncogene, transcriptional regulator"
"217388_s_at","217388_s_at",0.00503592308090849,0.000889366360929952,-3.821188829167,-0.846242826803089,-2.08537329075,"8942","KYNU","kynureninase"
"209047_at","209047_at",0.00507564849396251,0.000897169496424671,3.81763870796581,-0.854611632339728,2.78548669825,"358","AQP1","aquaporin 1 (Colton blood group)"
"208131_s_at","208131_s_at",0.00517834889903056,0.000923088827375412,3.80606143352356,-0.881892449315219,3.94772494764583,"5740","PTGIS","prostaglandin I2 (prostacyclin) synthase"
"208850_s_at","208850_s_at",0.00530872443223596,0.000954016517661477,3.79265979147733,-0.913451601431587,2.11361935777084,"7070","THY1","Thy-1 cell surface antigen"
"202035_s_at","202035_s_at",0.00580764423166877,0.00108181902686409,3.74147987447579,-1.03376216654586,2.41992534945833,"6422","SFRP1","secreted frizzled related protein 1"
"217546_at","217546_at",0.00606056720441964,0.00114178240294258,3.71948964595828,-1.08534797257003,2.80982729820833,"4499","MT1M","metallothionein 1M"
"202746_at","202746_at",0.00625938281694763,0.00119380482127025,3.7013140579305,-1.12793428695331,2.10595749327083,"9452","ITM2A","integral membrane protein 2A"
"205046_at","205046_at",0.00627314183074312,0.00119702820289983,-3.70021367048157,-1.13051104204714,-2.42945880995833,"1062","CENPE","centromere protein E"
"203424_s_at","203424_s_at",0.00635074420175526,0.00121681270453034,3.69352291735143,-1.14617489332237,2.3953352796875,"3488","IGFBP5","insulin like growth factor binding protein 5"
"205384_at","205384_at",0.00639210776999841,0.00122771310222755,3.68988219635893,-1.15469553516747,2.04456320345833,"5348","FXYD1","FXYD domain containing ion transport regulator 1"
"203951_at","203951_at",0.00646388256981836,0.00124550997854596,3.68400586068459,-1.16844427258934,3.146592876,"1264","CNN1","calponin 1"
"219371_s_at","219371_s_at",0.00652551413723602,0.00126177263066274,3.67870788889287,-1.18083548192353,2.453081488875,"10365","KLF2","Kruppel like factor 2"
"205792_at","205792_at",0.00653132321472479,0.00126357139919767,3.67812602477326,-1.182196127804,3.18347370597917,"8839","WISP2","WNT1 inducible signaling pathway protein 2"
"203766_s_at","203766_s_at",0.00728940128684985,0.00147431599694212,3.61503832803221,-1.32941651220673,2.64656272314583,"25802","LMOD1","leiomodin 1"
"205844_at","205844_at",0.00739025257287983,0.00150082855943006,-3.60773766643126,-1.34641289575531,-3.43105953397917,"8876","VNN1","vanin 1"
"205316_at","205316_at",0.00764323741632945,0.00157440967411175,-3.58812017806262,-1.39204054450696,-2.78077908220834,"6565","SLC15A2","solute carrier family 15 member 2"
"217744_s_at","217744_s_at",0.00780662371392741,0.00162348063322212,-3.57553113912299,-1.42128734959496,-2.0516893185625,"64065","PERP","PERP, TP53 apoptosis effector"
"202796_at","202796_at",0.00792914818635304,0.00166103575792113,3.56614600699117,-1.44307345590312,2.49021900377083,"11346","SYNPO","synaptopodin"
"213068_at","213068_at",0.00905254512787256,0.00199243068026196,3.49133440197178,-1.61618401715411,2.60599815814583,"1805","DPT","dermatopontin"
"203083_at","203083_at",0.00925649360527501,0.00205263715051038,3.47906373960276,-1.64448029980159,2.291892437,"7058","THBS2","thrombospondin 2"
"213071_at","213071_at",0.0098400379056305,0.00223547016183662,3.44384775901986,-1.72552881192948,2.43860156308333,"1805","DPT","dermatopontin"
"210377_at","210377_at",0.0101622762229991,0.00233285122583095,-3.42622299593111,-1.7660003759763,-2.07296490752084,"6296","ACSM3","acyl-CoA synthetase medium-chain family member 3"
"201109_s_at","201109_s_at",0.0118425870192236,0.00283380636109174,3.34557716965443,-1.95037016640555,2.1531053245,"7057","THBS1","thrombospondin 1"
"205317_s_at","205317_s_at",0.0125418989722249,0.00305618389394031,-3.31414593765176,-2.02184694113077,-2.14841916041667,"6565","SLC15A2","solute carrier family 15 member 2"
"205683_x_at","205683_x_at",0.013189671671862,0.00327405616305204,3.28543714962623,-2.08693692978467,2.0234606480625,"7177","TPSAB1","tryptase alpha/beta 1"
"204223_at","204223_at",0.0133161303056376,0.00331921953111513,3.27971877539092,-2.09987908160749,3.04613954454166,"5549","PRELP","proline and arginine rich end leucine rich repeat protein"
"204146_at","204146_at",0.0135590898914306,0.0033980115640416,-3.26992092554699,-2.12203624057693,-2.06066403085417,"10635","RAD51AP1","RAD51 associated protein 1"
"205034_at","205034_at",0.0141914874526019,0.00360152125205682,-3.24559948372041,-2.17693849943253,-2.32507806789584,"9134","CCNE2","cyclin E2"
"208335_s_at","208335_s_at",0.0143017707552045,0.00363961840021431,3.24119499715289,-2.18686572405784,2.60372452808333,"2532","ACKR1","atypical chemokine receptor 1 (Duffy blood group)"
"210029_at","210029_at",0.0144998855316801,0.00371450484057762,-3.23266594409803,-2.20607576974522,-2.5541529121875,"3620","IDO1","indoleamine 2,3-dioxygenase 1"
"203876_s_at","203876_s_at",0.0157324194527063,0.00415175758737965,3.18596416477699,-2.31094074302461,2.04746260933333,"4320","MMP11","matrix metallopeptidase 11"
"204931_at","204931_at",0.0160643845497184,0.00426428535417618,3.17471612931978,-2.33611419544778,3.21800885066667,"6943","TCF21","transcription factor 21"
"203706_s_at","203706_s_at",0.0163363814683091,0.00436690054350156,3.16470625700073,-2.35848888554609,2.59031254289583,"8324","FZD7","frizzled class receptor 7"
"213680_at","213680_at",0.0171985692357605,0.00465696377506551,-3.1375936866356,-2.41895948530406,-2.15303832891667,"3854","KRT6B","keratin 6B"
"212843_at","212843_at",0.0173234807814199,0.00470531573341649,3.13323334529803,-2.42866619946646,2.19521413841667,"4684","NCAM1","neural cell adhesion molecule 1"
"201693_s_at","201693_s_at",0.0183069631320548,0.00506501798399406,3.10209007836204,-2.49784431997658,2.2358307936875,"1958","EGR1","early growth response 1"
"206622_at","206622_at",0.0187218808022892,0.00521079601168331,-3.09007177427937,-2.52446851997546,-2.4965785520625,"7200","TRH","thyrotropin releasing hormone"
"205358_at","205358_at",0.0200342001572863,0.00566515004706218,-3.05458810771268,-2.60283638180435,-2.25030491091667,"2891","GRIA2","glutamate ionotropic receptor AMPA type subunit 2"
"219918_s_at","219918_s_at",0.0204301993784487,0.00580248513142888,-3.04440054848605,-2.62526903959402,-2.495532206875,"259266","ASPM","abnormal spindle microtubule assembly"
"206488_s_at","206488_s_at",0.0217998080733149,0.00630646565455466,-3.00890129860067,-2.70319726983208,-2.03036978627083,"948","CD36","CD36 molecule"
"213921_at","213921_at",0.0224374057485419,0.00658142242362981,2.99066589845821,-2.74308008968245,2.2414716099375,"6750","SST","somatostatin"
"205064_at","205064_at",0.0231321288701578,0.00684501429358448,-2.97385726231156,-2.77975182563013,-2.58091826925,"6699","SPRR1B","small proline rich protein 1B"
"209719_x_at","209719_x_at",0.02329355046773,0.0069132588371672,-2.96960653820731,-2.78901179198584,-2.73927474447917,"6317","SERPINB3","serpin family B member 3"
"206858_s_at","206858_s_at",0.0240373410264733,0.00720486262550754,2.95188469506958,-2.82755660933175,2.45637114522917,"3223","HOXC6","homeobox C6"
"218990_s_at","218990_s_at",0.0241326163642479,0.00724441888980316,-2.94953376856227,-2.83266237729579,-2.94718181539583,"6707","SPRR3","small proline rich protein 3"
"205799_s_at","205799_s_at",0.0243959265343619,0.00735068214248165,-2.94327855585939,-2.84623892990457,-3.49200491914584,"6519","SLC3A1","solute carrier family 3 member 1"
"201884_at","201884_at",0.0245205096724138,0.00740215105924479,-2.94027984710126,-2.85274300118787,-2.57937883789583,"1048","CEACAM5","carcinoembryonic antigen related cell adhesion molecule 5"
"209758_s_at","209758_s_at",0.0271765336966156,0.00845217322498041,2.88309129300205,-2.97622143178952,2.01801759089583,"8076","MFAP5","microfibrillar associated protein 5"
"201496_x_at","201496_x_at",0.0278123806382038,0.00870026842222139,2.87057261061151,-3.00310596936557,3.17802094239583,"4629","MYH11","myosin heavy chain 11"
"203705_s_at","203705_s_at",0.0284828201477623,0.00896891409627784,2.85739478868546,-3.03134845171556,2.0664595625,"8324","FZD7","frizzled class receptor 7"
"211906_s_at","211906_s_at",0.0292006220024088,0.00925232512844593,-2.84389388326329,-3.06022145354487,-2.13682832310417,"6318","SERPINB4","serpin family B member 4"
"201497_x_at","201497_x_at",0.029345175345593,0.00931482061701661,2.84096977526214,-3.06646662306163,2.9670712095625,"4629","MYH11","myosin heavy chain 11"
"207165_at","207165_at",0.0298666208807827,0.00952923469700049,-2.83107741301719,-3.08757213747758,-2.22210781177083,"3161","HMMR","hyaluronan mediated motility receptor"
"222043_at","222043_at",0.0298695165689024,0.00953374152260282,2.83087176196839,-3.0880105337761,2.17394832395833,"1191","CLU","clusterin"
"209720_s_at","209720_s_at",0.0303681731499474,0.00975261701717814,-2.82099382751914,-3.10905027640265,-2.39028411245833,"6317","SERPINB3","serpin family B member 3"
"213240_s_at","213240_s_at",0.0321986551259877,0.010550275579369,-2.78669394135481,-3.18183834905867,-2.59440786972917,"3851","KRT4","keratin 4"
"202768_at","202768_at",0.0324970626886078,0.0106799831093811,2.78135030465975,-3.19313991809114,2.58269723504166,"2354","FOSB","FosB proto-oncogene, AP-1 transcription factor subunit"
"213796_at","213796_at",0.0330474288158269,0.0109463092292171,-2.77056845799178,-3.21591130665487,-2.7917150294375,"6698","SPRR1A","small proline rich protein 1A"
"204444_at","204444_at",0.0332939198907743,0.0110486158110926,-2.76649267337528,-3.22450828989671,-2.26144145089584,"3832","KIF11","kinesin family member 11"
"204822_at","204822_at",0.0333287909850538,0.011067082117962,-2.76576080581678,-3.22605135686393,-2.19718502185417,"7272","TTK","TTK protein kinase"
"209948_at","209948_at",0.0354324208865371,0.0119470126793309,2.73216157171315,-3.29667705800035,2.34024662566666,"3779","KCNMB1","potassium calcium-activated channel subfamily M regulatory beta subunit 1"
"211276_at","211276_at",0.0356123502252573,0.0120279391488419,2.72919004988901,-3.30290277777067,2.2637257980625,"140597","TCEAL2","transcription elongation factor A like 2"
"209555_s_at","209555_s_at",0.0371434363105978,0.0127064090187001,-2.7049950455172,-3.35346895282707,-2.31957967179167,"948","CD36","CD36 molecule"
"206199_at","206199_at",0.0417059691035865,0.0148171902436593,-2.63682790621501,-3.49470374799742,-2.13091030541667,"1087","CEACAM7","carcinoembryonic antigen related cell adhesion molecule 7"
"204818_at","204818_at",0.0419055635932554,0.0149054386096298,-2.63418150911341,-3.50014930142269,-2.408585059875,"3294","HSD17B2","hydroxysteroid 17-beta dehydrogenase 2"
"207961_x_at","207961_x_at",0.0424427972958948,0.015146182770989,2.62703619405664,-3.51483812223056,2.30080507139583,"4629","MYH11","myosin heavy chain 11"
"205044_at","205044_at",0.0480347033953298,0.0179002985295934,-2.55210204884045,-3.66760300467051,-2.24397071631251,"2568","GABRP","gamma-aminobutyric acid type A receptor pi subunit"
